evaluation_id,evaluation_type,method,task_key,pair,direction_role,n_scored_rows,actual_total,predicted_total,sse_float,sse_rounded,mse_rounded,mae_rounded,mean_bias_rounded,zero_true_rate,zero_prediction_rate
fold_06,rolling_7d,circular3_all,outer->near,near_outer,reverse,168,65.0,63.0,101.04378968253968,122.0,0.7261904761904762,0.5119047619047619,-0.011904761904761904,0.75,0.625
fold_06,rolling_7d,circular3_all,core->outer,core_outer,forward,168,35.0,14.0,42.67037698412699,49.0,0.2916666666666667,0.23214285714285715,-0.125,0.8273809523809523,0.9166666666666666
fold_06,rolling_7d,circular3_all,outer->core,core_outer,reverse,168,33.0,0.0,44.03595238095238,51.0,0.30357142857142855,0.19642857142857142,-0.19642857142857142,0.8571428571428571,1.0
fold_06,rolling_7d,hybrid_core_near_default,core->near,core_near,forward,168,183.0,168.0,287.41079547393053,299.0,1.7797619047619047,1.0178571428571428,-0.08928571428571429,0.5119047619047619,0.125
fold_06,rolling_7d,hybrid_core_near_default,near->core,core_near,reverse,168,179.0,189.0,229.7484353029049,236.0,1.4047619047619047,0.9166666666666666,0.05952380952380952,0.42857142857142855,0.041666666666666664
fold_06,rolling_7d,hybrid_core_near_default,near->outer,near_outer,forward,168,59.0,42.0,88.95238095238096,99.0,0.5892857142857143,0.3869047619047619,-0.10119047619047619,0.7678571428571429,0.75
fold_06,rolling_7d,hybrid_core_near_default,outer->near,near_outer,reverse,168,65.0,63.0,101.04378968253968,122.0,0.7261904761904762,0.5119047619047619,-0.011904761904761904,0.75,0.625
fold_06,rolling_7d,hybrid_core_near_default,core->outer,core_outer,forward,168,35.0,14.0,42.67037698412699,49.0,0.2916666666666667,0.23214285714285715,-0.125,0.8273809523809523,0.9166666666666666
fold_06,rolling_7d,hybrid_core_near_default,outer->core,core_outer,reverse,168,33.0,0.0,44.03595238095238,51.0,0.30357142857142855,0.19642857142857142,-0.19642857142857142,0.8571428571428571,1.0
fold_06,rolling_7d,hybrid_core_near_globalcv,core->near,core_near,forward,168,183.0,175.0,287.9351079971004,296.0,1.7619047619047619,1.0238095238095237,-0.047619047619047616,0.5119047619047619,0.125
fold_06,rolling_7d,hybrid_core_near_globalcv,near->core,core_near,reverse,168,179.0,203.0,230.2936780773889,240.0,1.4285714285714286,0.9285714285714286,0.14285714285714285,0.42857142857142855,0.041666666666666664
fold_06,rolling_7d,hybrid_core_near_globalcv,near->outer,near_outer,forward,168,59.0,42.0,88.95238095238096,99.0,0.5892857142857143,0.3869047619047619,-0.10119047619047619,0.7678571428571429,0.75
fold_06,rolling_7d,hybrid_core_near_globalcv,outer->near,near_outer,reverse,168,65.0,63.0,101.04378968253968,122.0,0.7261904761904762,0.5119047619047619,-0.011904761904761904,0.75,0.625
fold_06,rolling_7d,hybrid_core_near_globalcv,core->outer,core_outer,forward,168,35.0,14.0,42.67037698412699,49.0,0.2916666666666667,0.23214285714285715,-0.125,0.8273809523809523,0.9166666666666666
fold_06,rolling_7d,hybrid_core_near_globalcv,outer->core,core_outer,reverse,168,33.0,0.0,44.03595238095238,51.0,0.30357142857142855,0.19642857142857142,-0.19642857142857142,0.8571428571428571,1.0
fold_06,rolling_7d,hybrid_core_near_bypaircv,core->near,core_near,forward,168,183.0,175.0,287.9351079971004,296.0,1.7619047619047619,1.0238095238095237,-0.047619047619047616,0.5119047619047619,0.125
fold_06,rolling_7d,hybrid_core_near_bypaircv,near->core,core_near,reverse,168,179.0,203.0,230.2936780773889,240.0,1.4285714285714286,0.9285714285714286,0.14285714285714285,0.42857142857142855,0.041666666666666664
