date,hour,source_region,source_outflow,destination_1,destination_1_count,destination_2,destination_2_count,destination_1_share,present_stock,linkable_stock,present_outflow_rate,linkable_outflow_rate,is_complete_label,is_normal_date,hour_of_day
2018-01-01,2018-01-01 23:00:00,core,0.0,near,0.0,outer,0.0,,14.0,14.0,0.0,0.0,True,True,23
2018-01-01,2018-01-01 23:00:00,near,1.0,core,0.0,outer,1.0,0.0,22.0,22.0,0.045454545454545456,0.045454545454545456,True,True,23
2018-01-01,2018-01-01 23:00:00,outer,0.0,core,0.0,near,0.0,,6.0,6.0,0.0,0.0,True,True,23
2018-01-02,2018-01-02 00:00:00,core,0.0,near,0.0,outer,0.0,,14.0,14.0,0.0,0.0,True,True,0
2018-01-02,2018-01-02 00:00:00,near,0.0,core,0.0,outer,0.0,,21.0,21.0,0.0,0.0,True,True,0
2018-01-02,2018-01-02 00:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,0
2018-01-02,2018-01-02 01:00:00,core,0.0,near,0.0,outer,0.0,,14.0,14.0,0.0,0.0,True,True,1
2018-01-02,2018-01-02 01:00:00,near,0.0,core,0.0,outer,0.0,,21.0,21.0,0.0,0.0,True,True,1
2018-01-02,2018-01-02 01:00:00,outer,0.0,core,0.0,near,0.0,,7.0,6.0,0.0,0.0,True,True,1
2018-01-02,2018-01-02 02:00:00,core,1.0,near,1.0,outer,0.0,1.0,14.0,14.0,0.07142857142857142,0.07142857142857142,True,True,2
2018-01-02,2018-01-02 02:00:00,near,0.0,core,0.0,outer,0.0,,21.0,21.0,0.0,0.0,True,True,2
2018-01-02,2018-01-02 02:00:00,outer,2.0,core,2.0,near,0.0,1.0,6.0,6.0,0.3333333333333333,0.3333333333333333,True,True,2
2018-01-02,2018-01-02 03:00:00,core,2.0,near,2.0,outer,0.0,1.0,15.0,15.0,0.13333333333333333,0.13333333333333333,True,True,3
2018-01-02,2018-01-02 03:00:00,near,1.0,core,0.0,outer,1.0,0.0,23.0,22.0,0.043478260869565216,0.045454545454545456,True,True,3
2018-01-02,2018-01-02 03:00:00,outer,0.0,core,0.0,near,0.0,,6.0,5.0,0.0,0.0,True,True,3
2018-01-02,2018-01-02 04:00:00,core,0.0,near,0.0,outer,0.0,,13.0,13.0,0.0,0.0,True,True,4
2018-01-02,2018-01-02 04:00:00,near,2.0,core,2.0,outer,0.0,1.0,23.0,23.0,0.08695652173913043,0.08695652173913043,True,True,4
2018-01-02,2018-01-02 04:00:00,outer,1.0,core,0.0,near,1.0,0.0,6.0,6.0,0.16666666666666666,0.16666666666666666,True,True,4
2018-01-02,2018-01-02 05:00:00,core,3.0,near,2.0,outer,1.0,0.6666666666666666,15.0,15.0,0.2,0.2,True,True,5
2018-01-02,2018-01-02 05:00:00,near,0.0,core,0.0,outer,0.0,,22.0,22.0,0.0,0.0,True,True,5
2018-01-02,2018-01-02 05:00:00,outer,1.0,core,0.0,near,1.0,0.0,5.0,5.0,0.2,0.2,True,True,5
2018-01-02,2018-01-02 06:00:00,core,4.0,near,2.0,outer,2.0,0.5,12.0,12.0,0.3333333333333333,0.3333333333333333,True,True,6
2018-01-02,2018-01-02 06:00:00,near,2.0,core,2.0,outer,0.0,1.0,26.0,25.0,0.07692307692307693,0.08,True,True,6
2018-01-02,2018-01-02 06:00:00,outer,1.0,core,1.0,near,0.0,1.0,5.0,5.0,0.2,0.2,True,True,6
2018-01-02,2018-01-02 07:00:00,core,2.0,near,1.0,outer,1.0,0.5,11.0,11.0,0.18181818181818182,0.18181818181818182,True,True,7
2018-01-02,2018-01-02 07:00:00,near,2.0,core,1.0,outer,1.0,0.5,25.0,25.0,0.08,0.08,True,True,7
2018-01-02,2018-01-02 07:00:00,outer,0.0,core,0.0,near,0.0,,6.0,5.0,0.0,0.0,True,True,7
2018-01-02,2018-01-02 08:00:00,core,1.0,near,0.0,outer,1.0,0.0,10.0,10.0,0.1,0.1,True,True,8
2018-01-02,2018-01-02 08:00:00,near,0.0,core,0.0,outer,0.0,,25.0,25.0,0.0,0.0,True,True,8
2018-01-02,2018-01-02 08:00:00,outer,0.0,core,0.0,near,0.0,,8.0,7.0,0.0,0.0,True,True,8
2018-01-02,2018-01-02 09:00:00,core,0.0,near,0.0,outer,0.0,,9.0,9.0,0.0,0.0,True,True,9
2018-01-02,2018-01-02 09:00:00,near,2.0,core,1.0,outer,1.0,0.5,27.0,26.0,0.07407407407407407,0.07692307692307693,True,True,9
2018-01-02,2018-01-02 09:00:00,outer,1.0,core,0.0,near,1.0,0.0,10.0,10.0,0.1,0.1,True,True,9
2018-01-02,2018-01-02 10:00:00,core,2.0,near,2.0,outer,0.0,1.0,10.0,10.0,0.2,0.2,True,True,10
2018-01-02,2018-01-02 10:00:00,near,0.0,core,0.0,outer,0.0,,25.0,25.0,0.0,0.0,True,True,10
2018-01-02,2018-01-02 10:00:00,outer,4.0,core,0.0,near,4.0,0.0,10.0,10.0,0.4,0.4,True,True,10
2018-01-02,2018-01-02 11:00:00,core,0.0,near,0.0,outer,0.0,,8.0,8.0,0.0,0.0,True,True,11
2018-01-02,2018-01-02 11:00:00,near,1.0,core,1.0,outer,0.0,1.0,31.0,31.0,0.03225806451612903,0.03225806451612903,True,True,11
2018-01-02,2018-01-02 11:00:00,outer,0.0,core,0.0,near,0.0,,6.0,6.0,0.0,0.0,True,True,11
2018-01-02,2018-01-02 12:00:00,core,0.0,near,0.0,outer,0.0,,9.0,9.0,0.0,0.0,True,True,12
2018-01-02,2018-01-02 12:00:00,near,2.0,core,0.0,outer,2.0,0.0,30.0,30.0,0.06666666666666667,0.06666666666666667,True,True,12
2018-01-02,2018-01-02 12:00:00,outer,1.0,core,0.0,near,1.0,0.0,6.0,6.0,0.16666666666666666,0.16666666666666666,True,True,12
2018-01-02,2018-01-02 13:00:00,core,0.0,near,0.0,outer,0.0,,9.0,9.0,0.0,0.0,True,True,13
2018-01-02,2018-01-02 13:00:00,near,1.0,core,1.0,outer,0.0,1.0,29.0,29.0,0.034482758620689655,0.034482758620689655,True,True,13
2018-01-02,2018-01-02 13:00:00,outer,3.0,core,2.0,near,1.0,0.6666666666666666,7.0,7.0,0.42857142857142855,0.42857142857142855,True,True,13
2018-01-02,2018-01-02 14:00:00,core,3.0,near,3.0,outer,0.0,1.0,12.0,12.0,0.25,0.25,True,True,14
2018-01-02,2018-01-02 14:00:00,near,3.0,core,1.0,outer,2.0,0.3333333333333333,29.0,29.0,0.10344827586206896,0.10344827586206896,True,True,14
2018-01-02,2018-01-02 14:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,14
2018-01-02,2018-01-02 15:00:00,core,2.0,near,2.0,outer,0.0,1.0,10.0,9.0,0.2,0.2222222222222222,True,True,15
2018-01-02,2018-01-02 15:00:00,near,3.0,core,2.0,outer,1.0,0.6666666666666666,31.0,30.0,0.0967741935483871,0.1,True,True,15
2018-01-02,2018-01-02 15:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,15
2018-01-02,2018-01-02 16:00:00,core,0.0,near,0.0,outer,0.0,,9.0,9.0,0.0,0.0,True,True,16
2018-01-02,2018-01-02 16:00:00,near,4.0,core,3.0,outer,1.0,0.75,29.0,29.0,0.13793103448275862,0.13793103448275862,True,True,16
2018-01-02,2018-01-02 16:00:00,outer,3.0,core,2.0,near,1.0,0.6666666666666666,8.0,8.0,0.375,0.375,True,True,16
2018-01-02,2018-01-02 17:00:00,core,1.0,near,1.0,outer,0.0,1.0,14.0,14.0,0.07142857142857142,0.07142857142857142,True,True,17
2018-01-02,2018-01-02 17:00:00,near,2.0,core,2.0,outer,0.0,1.0,26.0,26.0,0.07692307692307693,0.07692307692307693,True,True,17
2018-01-02,2018-01-02 17:00:00,outer,1.0,core,0.0,near,1.0,0.0,6.0,6.0,0.16666666666666666,0.16666666666666666,True,True,17
2018-01-02,2018-01-02 18:00:00,core,5.0,near,5.0,outer,0.0,1.0,15.0,15.0,0.3333333333333333,0.3333333333333333,True,True,18
2018-01-02,2018-01-02 18:00:00,near,3.0,core,3.0,outer,0.0,1.0,27.0,26.0,0.1111111111111111,0.11538461538461539,True,True,18
2018-01-02,2018-01-02 18:00:00,outer,2.0,core,1.0,near,1.0,0.5,6.0,6.0,0.3333333333333333,0.3333333333333333,True,True,18
2018-01-02,2018-01-02 19:00:00,core,0.0,near,0.0,outer,0.0,,14.0,14.0,0.0,0.0,True,True,19
2018-01-02,2018-01-02 19:00:00,near,5.0,core,3.0,outer,2.0,0.6,29.0,29.0,0.1724137931034483,0.1724137931034483,True,True,19
2018-01-02,2018-01-02 19:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,19
2018-01-02,2018-01-02 20:00:00,core,0.0,near,0.0,outer,0.0,,17.0,16.0,0.0,0.0,True,True,20
2018-01-02,2018-01-02 20:00:00,near,0.0,core,0.0,outer,0.0,,24.0,24.0,0.0,0.0,True,True,20
2018-01-02,2018-01-02 20:00:00,outer,0.0,core,0.0,near,0.0,,6.0,6.0,0.0,0.0,True,True,20
2018-01-02,2018-01-02 21:00:00,core,0.0,near,0.0,outer,0.0,,16.0,16.0,0.0,0.0,True,True,21
2018-01-02,2018-01-02 21:00:00,near,2.0,core,2.0,outer,0.0,1.0,24.0,23.0,0.08333333333333333,0.08695652173913043,True,True,21
2018-01-02,2018-01-02 21:00:00,outer,2.0,core,0.0,near,2.0,0.0,6.0,5.0,0.3333333333333333,0.4,True,True,21
2018-01-02,2018-01-02 22:00:00,core,1.0,near,1.0,outer,0.0,1.0,19.0,19.0,0.05263157894736842,0.05263157894736842,True,True,22
2018-01-02,2018-01-02 22:00:00,near,0.0,core,0.0,outer,0.0,,23.0,23.0,0.0,0.0,True,True,22
2018-01-02,2018-01-02 22:00:00,outer,0.0,core,0.0,near,0.0,,3.0,3.0,0.0,0.0,True,True,22
2018-01-02,2018-01-02 23:00:00,core,0.0,near,0.0,outer,0.0,,18.0,18.0,0.0,0.0,True,True,23
2018-01-02,2018-01-02 23:00:00,near,2.0,core,0.0,outer,2.0,0.0,24.0,24.0,0.08333333333333333,0.08333333333333333,True,True,23
2018-01-02,2018-01-02 23:00:00,outer,0.0,core,0.0,near,0.0,,3.0,3.0,0.0,0.0,True,True,23
2018-01-03,2018-01-03 00:00:00,core,0.0,near,0.0,outer,0.0,,18.0,18.0,0.0,0.0,True,True,0
2018-01-03,2018-01-03 00:00:00,near,0.0,core,0.0,outer,0.0,,23.0,22.0,0.0,0.0,True,True,0
2018-01-03,2018-01-03 00:00:00,outer,0.0,core,0.0,near,0.0,,5.0,5.0,0.0,0.0,True,True,0
2018-01-03,2018-01-03 01:00:00,core,2.0,near,2.0,outer,0.0,1.0,18.0,18.0,0.1111111111111111,0.1111111111111111,True,True,1
2018-01-03,2018-01-03 01:00:00,near,0.0,core,0.0,outer,0.0,,23.0,22.0,0.0,0.0,True,True,1
2018-01-03,2018-01-03 01:00:00,outer,0.0,core,0.0,near,0.0,,5.0,3.0,0.0,0.0,True,True,1
2018-01-03,2018-01-03 02:00:00,core,3.0,near,3.0,outer,0.0,1.0,16.0,16.0,0.1875,0.1875,True,True,2
2018-01-03,2018-01-03 02:00:00,near,2.0,core,2.0,outer,0.0,1.0,24.0,24.0,0.08333333333333333,0.08333333333333333,True,True,2
2018-01-03,2018-01-03 02:00:00,outer,0.0,core,0.0,near,0.0,,3.0,3.0,0.0,0.0,True,True,2
2018-01-03,2018-01-03 03:00:00,core,1.0,near,0.0,outer,1.0,0.0,15.0,15.0,0.06666666666666667,0.06666666666666667,True,True,3
2018-01-03,2018-01-03 03:00:00,near,3.0,core,2.0,outer,1.0,0.6666666666666666,26.0,25.0,0.11538461538461539,0.12,True,True,3
2018-01-03,2018-01-03 03:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,3
2018-01-03,2018-01-03 04:00:00,core,0.0,near,0.0,outer,0.0,,16.0,16.0,0.0,0.0,True,True,4
2018-01-03,2018-01-03 04:00:00,near,0.0,core,0.0,outer,0.0,,22.0,22.0,0.0,0.0,True,True,4
2018-01-03,2018-01-03 04:00:00,outer,1.0,core,0.0,near,1.0,0.0,6.0,6.0,0.16666666666666666,0.16666666666666666,True,True,4
2018-01-03,2018-01-03 05:00:00,core,0.0,near,0.0,outer,0.0,,16.0,16.0,0.0,0.0,True,True,5
2018-01-03,2018-01-03 05:00:00,near,0.0,core,0.0,outer,0.0,,23.0,23.0,0.0,0.0,True,True,5
2018-01-03,2018-01-03 05:00:00,outer,2.0,core,1.0,near,1.0,0.5,5.0,5.0,0.4,0.4,True,True,5
2018-01-03,2018-01-03 06:00:00,core,5.0,near,5.0,outer,0.0,1.0,17.0,17.0,0.29411764705882354,0.29411764705882354,True,True,6
2018-01-03,2018-01-03 06:00:00,near,1.0,core,1.0,outer,0.0,1.0,24.0,24.0,0.041666666666666664,0.041666666666666664,True,True,6
2018-01-03,2018-01-03 06:00:00,outer,0.0,core,0.0,near,0.0,,3.0,3.0,0.0,0.0,True,True,6
2018-01-03,2018-01-03 07:00:00,core,3.0,near,2.0,outer,1.0,0.6666666666666666,13.0,13.0,0.23076923076923078,0.23076923076923078,True,True,7
2018-01-03,2018-01-03 07:00:00,near,1.0,core,1.0,outer,0.0,1.0,30.0,28.0,0.03333333333333333,0.03571428571428571,True,True,7
2018-01-03,2018-01-03 07:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,7
2018-01-03,2018-01-03 08:00:00,core,1.0,near,1.0,outer,0.0,1.0,11.0,11.0,0.09090909090909091,0.09090909090909091,True,True,8
2018-01-03,2018-01-03 08:00:00,near,5.0,core,4.0,outer,1.0,0.8,29.0,29.0,0.1724137931034483,0.1724137931034483,True,True,8
2018-01-03,2018-01-03 08:00:00,outer,1.0,core,1.0,near,0.0,1.0,5.0,5.0,0.2,0.2,True,True,8
2018-01-03,2018-01-03 09:00:00,core,2.0,near,2.0,outer,0.0,1.0,15.0,15.0,0.13333333333333333,0.13333333333333333,True,True,9
2018-01-03,2018-01-03 09:00:00,near,1.0,core,0.0,outer,1.0,0.0,26.0,26.0,0.038461538461538464,0.038461538461538464,True,True,9
2018-01-03,2018-01-03 09:00:00,outer,0.0,core,0.0,near,0.0,,5.0,5.0,0.0,0.0,True,True,9
2018-01-03,2018-01-03 10:00:00,core,4.0,near,2.0,outer,2.0,0.5,13.0,13.0,0.3076923076923077,0.3076923076923077,True,True,10
2018-01-03,2018-01-03 10:00:00,near,0.0,core,0.0,outer,0.0,,27.0,26.0,0.0,0.0,True,True,10
2018-01-03,2018-01-03 10:00:00,outer,2.0,core,1.0,near,1.0,0.5,7.0,7.0,0.2857142857142857,0.2857142857142857,True,True,10
2018-01-03,2018-01-03 11:00:00,core,1.0,near,1.0,outer,0.0,1.0,10.0,10.0,0.1,0.1,True,True,11
2018-01-03,2018-01-03 11:00:00,near,1.0,core,0.0,outer,1.0,0.0,29.0,29.0,0.034482758620689655,0.034482758620689655,True,True,11
2018-01-03,2018-01-03 11:00:00,outer,0.0,core,0.0,near,0.0,,7.0,7.0,0.0,0.0,True,True,11
2018-01-03,2018-01-03 12:00:00,core,1.0,near,1.0,outer,0.0,1.0,9.0,9.0,0.1111111111111111,0.1111111111111111,True,True,12
2018-01-03,2018-01-03 12:00:00,near,0.0,core,0.0,outer,0.0,,29.0,29.0,0.0,0.0,True,True,12
2018-01-03,2018-01-03 12:00:00,outer,0.0,core,0.0,near,0.0,,9.0,8.0,0.0,0.0,True,True,12
2018-01-03,2018-01-03 13:00:00,core,1.0,near,1.0,outer,0.0,1.0,8.0,8.0,0.125,0.125,True,True,13
2018-01-03,2018-01-03 13:00:00,near,2.0,core,2.0,outer,0.0,1.0,31.0,31.0,0.06451612903225806,0.06451612903225806,True,True,13
2018-01-03,2018-01-03 13:00:00,outer,2.0,core,0.0,near,2.0,0.0,8.0,8.0,0.25,0.25,True,True,13
2018-01-03,2018-01-03 14:00:00,core,1.0,near,1.0,outer,0.0,1.0,9.0,9.0,0.1111111111111111,0.1111111111111111,True,True,14
2018-01-03,2018-01-03 14:00:00,near,2.0,core,2.0,outer,0.0,1.0,32.0,32.0,0.0625,0.0625,True,True,14
2018-01-03,2018-01-03 14:00:00,outer,1.0,core,0.0,near,1.0,0.0,6.0,5.0,0.16666666666666666,0.2,True,True,14
2018-01-03,2018-01-03 15:00:00,core,2.0,near,2.0,outer,0.0,1.0,10.0,10.0,0.2,0.2,True,True,15
2018-01-03,2018-01-03 15:00:00,near,3.0,core,3.0,outer,0.0,1.0,33.0,32.0,0.09090909090909091,0.09375,True,True,15
2018-01-03,2018-01-03 15:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,15
2018-01-03,2018-01-03 16:00:00,core,1.0,near,1.0,outer,0.0,1.0,11.0,11.0,0.09090909090909091,0.09090909090909091,True,True,16
2018-01-03,2018-01-03 16:00:00,near,3.0,core,3.0,outer,0.0,1.0,32.0,31.0,0.09375,0.0967741935483871,True,True,16
2018-01-03,2018-01-03 16:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,16
2018-01-03,2018-01-03 17:00:00,core,0.0,near,0.0,outer,0.0,,13.0,13.0,0.0,0.0,True,True,17
2018-01-03,2018-01-03 17:00:00,near,1.0,core,0.0,outer,1.0,0.0,29.0,28.0,0.034482758620689655,0.03571428571428571,True,True,17
2018-01-03,2018-01-03 17:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,17
2018-01-03,2018-01-03 18:00:00,core,4.0,near,4.0,outer,0.0,1.0,13.0,13.0,0.3076923076923077,0.3076923076923077,True,True,18
2018-01-03,2018-01-03 18:00:00,near,0.0,core,0.0,outer,0.0,,27.0,27.0,0.0,0.0,True,True,18
2018-01-03,2018-01-03 18:00:00,outer,1.0,core,0.0,near,1.0,0.0,5.0,5.0,0.2,0.2,True,True,18
2018-01-03,2018-01-03 19:00:00,core,1.0,near,0.0,outer,1.0,0.0,9.0,9.0,0.1111111111111111,0.1111111111111111,True,True,19
2018-01-03,2018-01-03 19:00:00,near,6.0,core,4.0,outer,2.0,0.6666666666666666,32.0,31.0,0.1875,0.1935483870967742,True,True,19
2018-01-03,2018-01-03 19:00:00,outer,0.0,core,0.0,near,0.0,,4.0,4.0,0.0,0.0,True,True,19
