date,hour,region,quality,N_ge1,N_ge2,N_ge3,N_ge4,N_ge5,N_ge6,N_eq1,N_eq2,N_eq3,N_eq4,active_rows,active_mmsi
2018-01-04,4,near,normal,7,7,7,7,7,7,0,0,0,0,825,7
2018-01-04,4,outer,normal,3,3,3,3,2,2,0,0,0,1,571,3
2018-01-04,5,core,normal,10,10,9,9,9,9,0,1,0,0,325,10
2018-01-04,5,near,normal,7,7,7,7,7,7,0,0,0,0,207,7
2018-01-04,5,outer,normal,3,3,3,3,3,3,0,0,0,0,340,3
2018-01-04,6,core,normal,12,12,12,11,11,10,0,0,1,0,630,12
2018-01-04,6,near,normal,7,7,6,6,5,5,0,1,0,1,364,7
2018-01-04,6,outer,normal,2,2,2,2,2,2,0,0,0,0,43,2
2018-01-04,7,core,normal,11,11,11,11,11,11,0,0,0,0,856,11
2018-01-04,7,near,normal,7,7,7,7,7,7,0,0,0,0,713,7
2018-01-04,7,outer,normal,4,4,4,4,4,4,0,0,0,0,409,4
2018-01-04,8,core,normal,9,9,9,9,9,9,0,0,0,0,540,9
2018-01-04,8,near,normal,7,7,7,6,6,5,0,0,1,0,123,7
2018-01-04,8,outer,normal,1,1,1,1,1,1,0,0,0,0,16,1
2018-01-04,9,core,normal,8,7,7,7,7,7,1,0,0,0,287,8
2018-01-04,9,near,normal,5,5,5,5,5,5,0,0,0,0,89,5
2018-01-04,9,outer,normal,6,6,4,3,3,3,0,2,1,0,205,6
2018-01-04,10,core,normal,9,9,9,9,9,8,0,0,0,0,368,9
2018-01-04,10,near,normal,7,6,6,6,6,6,1,0,0,0,492,7
2018-01-04,10,outer,normal,5,4,4,3,3,3,1,0,1,0,287,5
2018-01-04,11,core,normal,12,12,12,12,11,11,0,0,0,1,377,12
2018-01-04,11,near,normal,10,9,9,9,9,9,1,0,0,0,405,10
2018-01-04,11,outer,normal,2,2,2,2,1,1,0,0,0,1,112,2
2018-01-04,12,core,normal,8,8,8,8,8,7,0,0,0,0,227,8
2018-01-04,12,near,normal,3,3,3,2,2,2,0,0,1,0,39,3
2018-01-04,12,outer,normal,2,2,2,2,2,2,0,0,0,0,132,2
2018-01-04,13,core,normal,4,4,4,4,4,4,0,0,0,0,221,4
2018-01-04,13,near,normal,5,5,5,4,4,4,0,0,1,0,201,5
2018-01-04,13,outer,normal,2,1,1,1,1,1,1,0,0,0,70,2
2018-01-04,14,core,normal,6,6,6,6,6,6,0,0,0,0,463,6
2018-01-04,14,near,normal,7,7,6,6,6,6,0,1,0,0,479,7
2018-01-04,14,outer,normal,1,1,1,1,1,1,0,0,0,0,15,1
2018-01-04,15,core,normal,9,9,9,9,9,9,0,0,0,0,1055,9
2018-01-04,15,near,normal,6,6,6,6,6,6,0,0,0,0,425,6
2018-01-04,15,outer,normal,3,1,1,1,1,0,2,0,0,0,7,3
2018-01-04,16,core,normal,8,8,8,8,8,8,0,0,0,0,462,8
2018-01-04,16,near,normal,6,5,4,4,4,4,1,1,0,0,315,6
2018-01-04,16,outer,normal,2,1,1,1,1,1,1,0,0,0,238,2
2018-01-04,17,core,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-04,17,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-04,17,outer,normal,1,1,1,1,1,1,0,0,0,0,208,1
2018-01-04,18,core,normal,5,5,5,4,4,4,0,0,1,0,325,5
2018-01-04,18,near,normal,4,4,4,4,4,4,0,0,0,0,422,4
2018-01-04,18,outer,normal,1,0,0,0,0,0,1,0,0,0,1,1
2018-01-04,19,core,normal,9,9,9,9,9,9,0,0,0,0,357,9
2018-01-04,19,near,normal,9,9,9,9,9,9,0,0,0,0,617,9
2018-01-04,19,outer,normal,2,1,1,1,1,1,1,0,0,0,112,2
2018-01-04,20,core,normal,1,1,1,1,1,1,0,0,0,0,63,1
2018-01-04,20,near,normal,1,1,1,1,1,1,0,0,0,0,8,1
2018-01-04,20,outer,normal,3,3,2,2,2,2,0,1,0,0,111,3
2018-01-04,21,core,normal,3,3,3,3,3,3,0,0,0,0,540,3
2018-01-04,21,near,normal,2,2,2,2,2,2,0,0,0,0,64,2
2018-01-04,21,outer,normal,1,1,1,1,1,1,0,0,0,0,22,1
2018-01-04,22,core,normal,6,6,6,6,6,6,0,0,0,0,302,6
2018-01-04,22,near,normal,2,2,2,2,2,2,0,0,0,0,24,2
2018-01-04,22,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-04,23,core,normal,10,10,10,10,10,10,0,0,0,0,441,10
2018-01-04,23,near,normal,4,4,4,4,4,4,0,0,0,0,104,4
2018-01-04,23,outer,normal,1,1,1,1,1,1,0,0,0,0,94,1
2018-01-05,0,core,normal,5,5,5,5,5,5,0,0,0,0,291,5
2018-01-05,0,near,normal,4,4,4,4,4,4,0,0,0,0,217,4
2018-01-05,0,outer,normal,1,1,1,1,1,1,0,0,0,0,142,1
2018-01-05,1,core,normal,4,4,4,4,4,3,0,0,0,0,375,4
2018-01-05,1,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-05,1,outer,normal,1,1,1,1,1,1,0,0,0,0,112,1
2018-01-05,2,core,normal,10,10,10,10,10,10,0,0,0,0,801,10
2018-01-05,2,near,normal,3,3,3,3,3,3,0,0,0,0,203,3
2018-01-05,2,outer,normal,1,1,1,1,1,1,0,0,0,0,10,1
2018-01-05,3,core,normal,10,10,10,9,9,9,0,0,1,0,585,10
2018-01-05,3,near,normal,4,4,4,4,4,4,0,0,0,0,330,4
2018-01-05,3,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-05,4,core,normal,4,3,3,3,3,3,1,0,0,0,120,4
2018-01-05,4,near,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-05,4,outer,normal,1,1,1,1,1,1,0,0,0,0,18,1
2018-01-05,5,core,normal,3,3,3,3,3,3,0,0,0,0,353,3
2018-01-05,5,near,normal,2,2,2,2,2,2,0,0,0,0,115,2
2018-01-05,5,outer,normal,1,1,1,1,1,1,0,0,0,0,71,1
2018-01-05,6,core,normal,10,10,10,10,10,10,0,0,0,0,1639,10
2018-01-05,6,near,normal,4,4,3,3,3,2,0,1,0,0,150,4
2018-01-05,6,outer,normal,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-05,7,core,normal,10,10,10,10,10,10,0,0,0,0,974,10
2018-01-05,7,near,normal,6,6,6,6,6,6,0,0,0,0,343,6
2018-01-05,7,outer,normal,1,1,1,1,1,1,0,0,0,0,248,1
2018-01-05,8,core,normal,7,7,7,7,7,7,0,0,0,0,297,7
2018-01-05,8,near,normal,6,6,6,6,6,6,0,0,0,0,357,6
2018-01-05,8,outer,normal,3,2,2,2,2,2,1,0,0,0,372,3
2018-01-05,9,core,normal,6,5,4,4,4,4,1,1,0,0,295,6
2018-01-05,9,near,normal,5,4,4,2,2,2,1,0,2,0,72,5
2018-01-05,9,outer,normal,3,2,2,2,2,2,1,0,0,0,261,3
2018-01-05,10,core,normal,17,17,17,17,16,16,0,0,0,1,1896,17
2018-01-05,10,near,normal,12,10,10,10,10,10,2,0,0,0,929,12
2018-01-05,10,outer,normal,1,1,1,1,1,1,0,0,0,0,10,1
2018-01-05,11,core,normal,14,13,13,13,13,13,1,0,0,0,602,14
2018-01-05,11,near,normal,12,12,12,12,12,12,0,0,0,0,1352,12
2018-01-05,11,outer,normal,2,2,2,2,2,2,0,0,0,0,76,2
2018-01-05,12,core,normal,6,6,6,6,6,6,0,0,0,0,212,6
2018-01-05,12,near,normal,2,2,2,2,2,2,0,0,0,0,36,2
2018-01-05,12,outer,normal,4,3,3,3,3,3,1,0,0,0,298,4
2018-01-05,13,core,normal,7,7,7,7,6,6,0,0,0,1,419,7
2018-01-05,13,near,normal,4,4,4,4,3,3,0,0,0,1,251,4
2018-01-05,13,outer,normal,4,4,4,3,2,1,0,0,1,1,257,4
2018-01-05,14,core,normal,11,11,11,11,11,11,0,0,0,0,1022,11
2018-01-05,14,near,normal,5,5,5,5,5,5,0,0,0,0,663,5
2018-01-05,14,outer,normal,3,3,2,2,1,1,0,1,0,1,350,3
2018-01-05,15,core,normal,13,13,13,13,13,13,0,0,0,0,1077,13
2018-01-05,15,near,normal,9,9,8,6,6,6,0,1,2,0,485,9
2018-01-05,15,outer,normal,4,3,3,3,2,2,1,0,0,1,31,4
2018-01-05,16,core,normal,5,5,3,3,3,3,0,2,0,0,174,5
2018-01-05,16,near,normal,7,6,6,6,5,5,1,0,0,1,370,7
2018-01-05,16,outer,normal,3,2,2,2,2,2,1,0,0,0,94,3
2018-01-05,17,core,normal,6,6,6,6,6,6,0,0,0,0,381,6
2018-01-05,17,near,normal,3,2,2,2,2,2,1,0,0,0,156,3
2018-01-05,17,outer,normal,2,1,1,1,1,1,1,0,0,0,68,2
2018-01-05,18,core,normal,12,12,12,12,12,12,0,0,0,0,1033,12
2018-01-05,18,near,normal,7,7,7,7,7,7,0,0,0,0,1004,7
2018-01-05,18,outer,normal,2,2,2,1,1,1,0,0,1,0,43,2
2018-01-05,19,core,normal,12,12,12,12,12,12,0,0,0,0,966,12
2018-01-05,19,near,normal,7,7,7,7,7,7,0,0,0,0,500,7
2018-01-05,19,outer,normal,1,1,1,1,1,1,0,0,0,0,177,1
2018-01-05,20,core,normal,5,5,5,5,5,5,0,0,0,0,342,5
2018-01-05,20,near,normal,2,2,2,2,2,2,0,0,0,0,92,2
2018-01-05,20,outer,normal,3,3,3,3,3,3,0,0,0,0,648,3
2018-01-05,21,core,normal,3,3,3,3,3,3,0,0,0,0,354,3
2018-01-05,21,near,normal,1,1,1,1,1,1,0,0,0,0,137,1
